Region,City,district,latitude,longitude
Aseer Area,Abha,Al Aziziyah Dist.,18.2119782,42.5008993
Aseer Area,Abha,Ash Shifa Dist.,18.2065575,42.5014794
Aseer Area,Abha,Al Muftahah Dist.,18.2127325,42.4933704
Aseer Area,Abha,As Sarawat Dist.,18.1996186,42.4875115
Aseer Area,Abha,Al Muruj Dist.,18.2092141,42.5556377
Aseer Area,Abha,As Sadd Dist.,18.2176927,42.4918606
Aseer Area,Abha,Al Khasha Dist.,18.2140922,42.505094
Aseer Area,Abha,Al Qabil Dist.,18.2242199,42.4978356
Aseer Area,Abha,Al Faisaliyah Dist.,18.2223434,42.4934732
Aseer Area,Abha,Al Khalidiyah Dist.,18.2295445,42.4770092
Aseer Area,Abha,Al Arin Dist.,18.2403615,42.534861
Aseer Area,Abha,Al Badi Dist.,18.2262135,42.5893722
Aseer Area,Abha,Al Safa Dist.,18.2202587,42.5785781
Aseer Area,Abha,C 35 Dist.,18.2464685,42.5117238
Aseer Area,Abha,Al Magda Dist.,18.2365546,42.4128543
Aseer Area,Abha,At Taawun Dist.,18.2761424,42.4619269
Aseer Area,Abha,Al Wadi Dist.,18.2776868,42.547374
Aseer Area,Abha,Al Rawdah Dist.,18.2241092,42.6428651
Aseer Area,Abha,Al Fal Dist.,18.2464685,42.5117238
Aseer Area,Abha,Ar Rawabi Dist.,18.2465202,42.5117133
Aseer Area,Abha,Airport Dist.,18.2352386,42.6562073
Aseer Area,Abha,Al Masif Dist.,18.3013548,42.5067903
Aseer Area,Abha,Sultanah Dist.,18.2820021,42.6373058
Aseer Area,Abha,As Sinaiyah Dist.,18.2795403,42.5659513
Aseer Area,Abha,Al Bhira Dist.,18.2102818,42.4823244
Aseer Area,Abha,Al Aqiq  Dist.,18.2016905,42.6201249
Aseer Area,Abha,As Salam Dist.,18.251805,42.4698759
Aseer Area,Abha,Az Zuhur Dist.,18.3048606,42.6412825
Aseer Area,Abha,Al Misk Dist.,18.173291,42.6293231
Jazan Area,Jazan,Mizhirah Dist.,16.8268011,42.7339679
Jazan Area,Jazan,Al Qalah Dist.,16.8836243,42.5492541
Jazan Area,Jazan,Al Arak Dist.,16.8893586,42.5705674
Jazan Area,Jazan,As Safa Dist.,16.8806776,42.5739625
Jazan Area,Jazan,As Suways Dist.,16.8690916,42.5811249
Jazan Area,Jazan,Al Bashaer Dist.,16.8630909,42.6229773
Jazan Area,Jazan,Airport Dist.,16.8934793,42.5844492
Jazan Area,Jazan,Ar Rawabi Dist.,16.9339119,42.6024837
Jazan Area,Jazan,Az Zuhur Dist.,16.9281713,42.6267473
Jazan Area,Jazan,Ash Shati Dist.,16.9214354,42.5581045
Jazan Area,Jazan,Ar Rawdah Dist.,16.896075,42.5615867
Jazan Area,Jazan,Ash Shamiyah Dist.,16.8939935,42.5446732
Jazan Area,Jazan,Industrial Area,16.8348303,42.6072487
Jazan Area,Jazan,An Nur Dist.,16.9369954,42.6439084
Jazan Area,Jazan,Al Naseem Dist.,16.9001814,42.5993374
Jazan Area,Jazan,Al Jabal Dist.,16.891299,42.5539748
Makkah Area,Jeddah,Al Moulysaa Dist.,21.2674154,39.2107591
Makkah Area,Jeddah,Al Falah Dist.,21.5655054,39.1457116
Makkah Area,Jeddah,Az Zomorod Dist.,21.7507131,39.1152968
Makkah Area,Jeddah,Al Loaloa Dist.,21.7642889,39.0739495
Makkah Area,Jeddah,Al Yaqoot Dist.,21.7887133,39.0688963
Makkah Area,Jeddah,As Swaryee Dist.,21.788754,39.097958
Makkah Area,Jeddah,Al Amwaj Dist.,21.7489892,39.0636506
Makkah Area,Jeddah,Ash Sheraa Dist.,21.7553202,39.0887166
Makkah Area,Jeddah,Al Ferdous Dist.,21.7848142,39.117985
Makkah Area,Jeddah,Al Asalah Dist.,21.7741972,39.1632754
Makkah Area,Jeddah,Mraykh Dist.,21.5353129,39.3428745
Makkah Area,Jeddah,Ash Shrouk Dist.,21.5781144,39.3087897
Makkah Area,Jeddah,Al Amir Fawaz Ash Shamaly Dist.,21.4401872,39.2946375
Makkah Area,Jeddah,Ar Riyadh Dist.,21.8690636,39.187759
Makkah Area,Jeddah,Al Frosyah Dist.,21.8314187,39.2013969
Makkah Area,Jeddah,Ar Rahmaniyah Dist.,21.7940415,39.2187943
Makkah Area,Jeddah,As Salhiyah Dist.,21.7611073,39.2231775
Makkah Area,Jeddah,Al Hamadaniyah Dist.,21.7482528,39.1976381
Makkah Area,Jeddah,Al Adel Dist.,21.4477908,39.286282
Makkah Area,Jeddah,Ar Rayaan Dist.,21.6832939,39.2139919
Makkah Area,Jeddah,Um Hableen Al Gharbiyyah Dist.,21.7041072,39.2308256
Makkah Area,Jeddah,Bryman Dist.,21.6530563,39.2564621
Makkah Area,Jeddah,Al Montazah Dist.,21.5873904,39.295617
Makkah Area,Jeddah,Ath Thaalibah Dist.,21.4646667,39.1863184
Makkah Area,Jeddah,Al Balad Dist.,21.4839526,39.1838786
Makkah Area,Jeddah,Al Farouk Dist.,21.4459382,39.2798812
Makkah Area,Jeddah,Al Hindawiyah Dist.,21.469786,39.186149
Makkah Area,Jeddah,Al Mahjar Dist.,21.428125,39.2181555
Makkah Area,Jeddah,Al Barakah Dist.,21.2802993,39.2767611
Makkah Area,Jeddah,Al Masarah Dist.,21.2843729,39.2426806
Makkah Area,Jeddah,An Nahdah Dist.,21.6156875,39.1263125
Makkah Area,Jeddah,Al Khalidiyah Dist.,21.5593571,39.1342301
Makkah Area,Jeddah,King Abdulaziz University,21.4940484,39.2389317
Makkah Area,Jeddah,Al Nakhil Dist.,21.521705,39.261321
Makkah Area,Jeddah,Al Baghdadiyah Ash Sharqiyah Dist.,21.4984935,39.1872605
Makkah Area,Jeddah,An Nazlah Ash Sharqiyah Dist.,21.4774581,39.2194918
Makkah Area,Jeddah,Al Bawadi Dist.,21.5853587,39.1713389
Makkah Area,Jeddah,As Salamah Dist.,21.5903533,39.1566016
Makkah Area,Jeddah,Ath Thaghr Dist.,21.4786812,39.2396683
Makkah Area,Jeddah,Ash Sharafiyah Dist.,21.5151038,39.1897153
Makkah Area,Jeddah,King Faisal Naval Base,21.395121,39.1971078
Makkah Area,Jeddah,Ash Shefaa Dist.,21.4355676,39.2737871
Makkah Area,Jeddah,As Sanabel Dist.,21.485811,39.1925048
Makkah Area,Jeddah,Al Hada Dist.,21.3919564,39.2967173
Makkah Area,Jeddah,Al Tadamun Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Karamah Dist.,21.3062016,39.3120414
Makkah Area,Jeddah,Ar Rahmah Dist.,21.277848,39.3045143
Makkah Area,Jeddah,Al Qouzeen Dist.,21.261044,39.1743205
Makkah Area,Jeddah,Al Wadi Dist.,21.3222703,39.1716672
Makkah Area,Jeddah,Al Fadeylah Dist.,21.3230917,39.2867098
Makkah Area,Jeddah,At Taawun Dist.,21.3416722,39.2636439
Makkah Area,Jeddah,As Sarawat Dist.,21.3489258,39.2138492
Makkah Area,Jeddah,Al Khomrah Dist.,21.2924563,39.2442837
Makkah Area,Jeddah,Ad Dahiah Dist.,21.3171841,39.199036
Makkah Area,Jeddah,Al Qryniah Dist.,21.3092499,39.2564222
Makkah Area,Jeddah,An Nazlah Al Yamaniyah Dist.,21.4675279,39.2135324
Makkah Area,Jeddah,Al Naseem Dist.,21.5200876,39.2312934
Makkah Area,Jeddah,Al Quraiyat Dist.,21.5691562,39.1875059
Makkah Area,Jeddah,Ghulail Dist.,21.4532869,39.2071995
Makkah Area,Jeddah,Al Kandarah Dist.,21.4844964,39.20709
Makkah Area,Jeddah,Al Ammariyah Dist.,21.4905198,39.1916178
Makkah Area,Jeddah,As Sahifah Dist.,21.485811,39.1925048
Makkah Area,Jeddah,As Sabil Dist.,21.485811,39.1925048
Makkah Area,Jeddah,Al Rehab Dist.,21.5432435,39.2299402
Makkah Area,Jeddah,Ar Rawdah Dist.,21.5744555,39.163278
Makkah Area,Jeddah,Bani Malik Dist.,21.5297115,39.2190657
Makkah Area,Jeddah,Al Faisaliyah Dist.,21.5803589,39.1666025
Makkah Area,Jeddah,Al Aziziyah Dist.,21.4363472,39.2662412
Makkah Area,Jeddah,Mishrifah Dist.,21.5384365,39.2019329
Makkah Area,Jeddah,Al Wurud Dist.,21.5122213,39.1949504
Makkah Area,Jeddah,Al Wahah Dist.,21.5651057,39.2366557
Makkah Area,Jeddah,Abruq Ar Rughamah Dist.,21.5043742,39.2776797
Makkah Area,Jeddah,As Sulaymaniyah Dist.,21.5074602,39.2532743
Makkah Area,Jeddah,As Sahil Dist.,21.3152329,39.134944
Makkah Area,Jeddah,Al Bashaer Dist.,21.8108619,39.1857799
Makkah Area,Jeddah,Al Muhammadiyah Dist.,21.6514857,39.138113
Makkah Area,Jeddah,Al Kawthar Dist.,21.7405111,39.2022639
Makkah Area,Jeddah,Taibah Dist.,21.8070422,39.1314339
Makkah Area,Jeddah,An Naim Dist.,21.6323906,39.1438799
Makkah Area,Jeddah,Al Basatin Dist.,21.6921628,39.1114074
Makkah Area,Jeddah,Ar Rabwah Dist.,21.5825594,39.1939987
Makkah Area,Jeddah,An Nuzhah Dist.,21.6207811,39.1700184
Makkah Area,Jeddah,As Safa Dist.,21.5914274,39.2178875
Makkah Area,Jeddah,Al Marwah Dist.,21.6073433,39.2129871
Makkah Area,Jeddah,As Samir Dist.,21.5651057,39.2366557
Makkah Area,Jeddah,Al Ajwad Dist.,21.6001057,39.2563389
Makkah Area,Jeddah,King Abdulaziz International Airport,21.6896906,39.1429444
Makkah Area,Jeddah,Abhur Al Janubiyah Dist.,21.7117246,39.1084632
Makkah Area,Jeddah,Al Murjan Dist.,21.696045,39.0987211
Makkah Area,Jeddah,Al Manar Dist.,21.5989009,39.2346016
Makkah Area,Jeddah,Industrial Area,21.4091033,39.2371419
Makkah Area,Jeddah,Prince Abdul Majeed Dist.,21.437779,39.2683438
Makkah Area,Jeddah,Al Waziriyah Dist.,21.4502881,39.2529317
Makkah Area,Jeddah,Al Jawharah Dist.,21.445194,39.25988
Makkah Area,Jeddah,Al Amir Fawaz Al Janouby Dist.,21.4350241,39.2890593
Makkah Area,Jeddah,Al Mutanazahat Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Jamiah Dist.,21.4752703,39.2445503
Makkah Area,Jeddah,Ar Rawabi Dist.,21.4780415,39.2638509
Makkah Area,Jeddah,Al Fadel Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Um Asalam Dist.,21.4453092,39.3454782
Makkah Area,Jeddah,Al Baghdadiyah Al Gharbiyah Dist.,21.4976226,39.1812942
Makkah Area,Jeddah,Abhur Ash Shamaliyah Dist.,21.6215901,39.107682
Makkah Area,Jeddah,Ar Ruwais Dist.,21.5236098,39.1667238
Makkah Area,Jeddah,Petromin Dist.,21.448676,39.195099
Makkah Area,Jeddah,Al Andalus Dist.,21.5381771,39.1604169
Makkah Area,Jeddah,As Sororyah Dist.,21.3937451,39.2124333
Makkah Area,Jeddah,Al Ajaweed Dist.,21.4010077,39.3139274
Makkah Area,Jeddah,Ash Shati Dist.,21.593635,39.1184113
Makkah Area,Jeddah,Al Mawj Dist.,21.7489892,39.0636506
Makkah Area,Jeddah,Al Rabiyah Dist.,21.5655049,39.1367755
Makkah Area,Jeddah,Al 'Ulayya Dist.,21.4216346,39.3498222
Makkah Area,Jeddah,Al Budur Dist.,21.4618236,39.1957328
Makkah Area,Jeddah,Madain Al Fahd Dist.,21.4648425,39.2392622
Makkah Area,Jeddah,Az Zahra Dist.,21.5923462,39.1411243
Makkah Area,Jeddah,Al Hamra Dist.,21.5291696,39.1610711
Makkah Area,Jeddah,Al Fayha Dist.,21.4859538,39.2296102
Makkah Area,Jeddah,Bahrah Dist.,21.4140114,39.4709144
Makkah Area,Jeddah,Jeddah Eslamic Seaport,21.4669167,39.1744182
Makkah Area,Jeddah,Al Wafa Dist.,21.8594481,39.2310793
Makkah Area,Jeddah,Al Harazat Dist.,21.4872534,39.3166108
Makkah Area,Jeddah,Al Mahamid Dist.,21.4498438,39.3850356
Makkah Area,Jeddah,3rd Industrial City,21.1241836,39.3361881
Makkah Area,Jeddah,Al Fanar Dist.,21.485811,39.1925048
Makkah Area,Jeddah,Al Sahl Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Ad Durrah Dist.,21.5379309,39.194301
Makkah Area,Jeddah,Al Manarat Dist.,21.5291545,39.1610863
Makkah Area,Jeddah,Ar Rabie Dist.,21.5216413,39.2548903
Makkah Area,Jeddah,Al Hijaz Dist.,21.8091864,39.2577228
Makkah Area,Jeddah,Al Muzairah Dist.,21.5291545,39.1610863
Makkah Area,Jeddah,Al Safwah Dist.,21.897083,39.222721
Makkah Area,Jeddah,Al Mustaqbal Dist.,21.3266169,39.3764909
Makkah Area,Jeddah,An Najmah Dist.,21.5396427,39.1839577
Makkah Area,Jeddah,Al Qus Dist.,21.5339567,39.3188043
Makkah Area,Jeddah,Al Hafnah Dist.,21.544426,39.3148919
Makkah Area,Jeddah,Al Jazirah Dist.,21.9669155,39.0057399
Makkah Area,Jeddah,Al Shuwaidhi Dist.,21.9248933,39.0581563
Makkah Area,Jeddah,Al Sharqiyyah Dist.,21.5291545,39.1610863
Makkah Area,Jeddah,Al Ushayriyyah Dist.,21.896918,39.1298102
Makkah Area,Jeddah,Abu Jaalah Dist.,21.398079,39.3609327
Makkah Area,Jeddah,Katanah Dist.,21.4111043,39.4257075
Makkah Area,Jeddah,Al Talal Dist.,21.4658637,39.1978265
Makkah Area,Jeddah,Ar Rimal Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Mursi Dist.,21.5564014,39.1202722
Makkah Area,Jeddah,Al Muruj Dist.,21.8612789,39.0082278
Makkah Area,Jeddah,Al Khalij Dist.,21.8736952,39.0566277
Makkah Area,Jeddah,Al Buhayrat Dist.,21.8188214,39.0330128
Makkah Area,Jeddah,Al Gharbiyyah Dist.,21.9141116,39.1186332
Makkah Area,Jeddah,Al Zahur Dist.,21.5444948,39.379955
Makkah Area,Jeddah,Al Hazaiyah Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Asla Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Asla Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Dhahban Town Dist.,21.9159322,39.1200554
Makkah Area,Jeddah,Governmental,21.5291545,39.1610863
Makkah Area,Jeddah,Al Aqiq Dist.,21.4244991,39.2963503
Makkah Area,Jeddah,Al Nur Dist.,21.8690625,39.0739375
Makkah Area,Jeddah,Industrial Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Governmental,21.5291545,39.1610863
Makkah Area,Jeddah,Al Ghadir Dist.,21.9241359,39.0549194
Makkah Area,Jeddah,Al Furqan Dist.,21.4931038,39.3847489
Makkah Area,Jeddah,Tabah Dist.,21.5015644,39.2304419
Makkah Area,Jeddah,Al Rawasee Dist.,21.5680989,39.1500012
Makkah Area,Jeddah,Um Hableen Al Sharqiyyah Dist.,21.7041072,39.2308256
Makkah Area,Jeddah,Quba Dist.,21.4924547,39.1963215
Makkah Area,Jeddah,Al Majami Dist.,21.6142076,39.1607652
Makkah Area,Jeddah,Al Mursalat Dist.,21.5265841,39.1591838
Makkah Area,Jeddah,Al Athir Dist.,21.6359979,39.1478093
Makkah Area,Jeddah,Industrial Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Safhah Dist.,21.4379945,39.3163842
Makkah Area,Jeddah,Al Yusr Dist.,21.5399551,39.1989045
Makkah Area,Jeddah,Al Abeer Dist.,21.4379945,39.3163842
Al Riyadh Area,Al Majma'ah,King Salman Dist.,24.7409561,46.7168307
Al Riyadh Area,Al Majma'ah,Al Marqab Dist.,25.9069469,45.3359081
Al Riyadh Area,Al Majma'ah,Al Yarmuk Dist.,25.9207537,45.3594348
Al Riyadh Area,Al Majma'ah,Al Fayha Dist.,25.9064482,45.3540927
Al Riyadh Area,Al Majma'ah,Al Muruj Dist.,25.89846,45.3639436
Al Riyadh Area,Al Majma'ah,Al Mustaqbal Dist.,25.9105448,45.4003656
Al Riyadh Area,Al Majma'ah,Al Andalus Dist.,25.9274234,45.3720331
Al Riyadh Area,Al Majma'ah,Al Matar Dist.,25.9170552,45.3796989
Al Riyadh Area,Al Majma'ah,King Abdullah Dist.,25.9112189,45.3907822
Al Riyadh Area,Al Majma'ah,King Fahd Dist.,25.8943616,45.3451581
Al Riyadh Area,Al Majma'ah,Industrial Area,25.8721792,45.3966615
Al Riyadh Area,Al Majma'ah,Al Jamiyin Dist.,25.8860161,45.36195
Al Riyadh Area,Al Majma'ah,King Abdulaziz Dist.,25.906008,45.3675597
Eastern province,Al Khoubar,Al Maha Dist.,26.1887355,50.1303311
Eastern province,Al Khoubar,As Sadafah Dist.,26.3741035,50.2172372
Eastern province,Al Khoubar,At Tahliyah Dist.,26.1894944,50.1899946
Eastern province,Al Khoubar,Ibn Sina Dist.,26.2416689,50.198837
Eastern province,Al Khoubar,Al Hizam Al Akhdar Dist.,26.3094552,50.1972497
Eastern province,Al Khoubar,Sinaiyah Ath Thuqbah Dist.,26.2541898,50.1987797
Eastern province,Al Khoubar,At Taawun Dist.,26.220405,50.1926433
Eastern province,Al Khoubar,Ar Rakah Al Janubiyah Dist.,26.351041,50.1976476
Eastern province,Al Khoubar,Al Khubar Ash Shamaliyah Dist.,26.2912026,50.2136494
Eastern province,Al Khoubar,Madinat Al Ummal Dist.,26.2949245,50.2041449
Eastern province,Al Khoubar,Al Aqrabiyah Dist.,26.3033934,50.1856479
Eastern province,Al Khoubar,Al Khubar Al Janubiyah Dist.,26.2747197,50.2055189
Eastern province,Al Khoubar,Ar Rawabi Dist.,26.3316231,50.2098898
Eastern province,Al Khoubar,Al Yarmok Dist.,26.3178244,50.2198517
Eastern province,Al Khoubar,Al Khawr Dist.,26.2290114,50.2140336
Eastern province,Al Khoubar,Qurtubah Dist.,26.3442121,50.1861232
Eastern province,Al Khoubar,Al Jawharah Dist.,26.3343974,50.2001282
Eastern province,Al Khoubar,Al Hizam Adh Dhahabi Dist.,26.3177285,50.200866
Eastern province,Al Khoubar,Al Andalus Dist.,26.3210202,50.1858899
Eastern province,Al Khoubar,Al Hada Dist.,26.3130921,50.1823138
Eastern province,Al Khoubar,Al Bandariyah Dist.,26.3073822,50.2135844
Eastern province,Al Khoubar,Al Bustan Dist.,26.3219536,50.212032
Eastern province,Al Khoubar,Ath Thuqbah Dist.,26.2761402,50.193713
Eastern province,Al Khoubar,Al Olaya Dist.,26.2966784,50.1773004
Eastern province,Al Khoubar,Al Iskan Dist.,26.2565984,50.2077444
Eastern province,Al Khoubar,Al Hamra Dist.,26.2266489,50.2034906
Eastern province,Al Khoubar,Al Jisr Dist.,26.2095091,50.2043539
Eastern province,Al Khoubar,Al Khuzama Dist.,26.2087133,50.1889674
Eastern province,Al Khoubar,Al Amwaj Dist.,26.1447705,50.1426712
Eastern province,Al Khoubar,Al Lulu Dist.,26.1232073,50.1424161
Eastern province,Al Khoubar,Al Murjan Dist.,26.1195433,50.1164878
Eastern province,Al Khoubar,As Sufun Dist.,26.1367235,50.1608916
Eastern province,Al Khoubar,Sports City,26.3588655,50.1864101
Eastern province,Al Khoubar,Al Bahar Dist.,26.3540445,50.2227238
Eastern province,Al Khoubar,Al Kurnaish Dist.,26.3276883,50.2226777
Eastern province,Al Khoubar,Sinaiyah Al Fawaziyah Dist.,26.2455074,50.2140193
Eastern province,Al Khoubar,As Sahil Dist.,26.2723205,50.2179337
Eastern province,Al Khoubar,Ishbiliya Dist.,26.2338311,50.2168459
Eastern province,Al Khoubar,Al Buhayrah Dist.,26.1898711,50.1789707
Eastern province,Al Khoubar,Ash Sheraa Dist.,26.1546913,50.1522684
Eastern province,Al Khoubar,Al Kawthar Dist.,26.1515575,50.1212872
Eastern province,Al Khoubar,Ar Raja Dist.,26.1718976,50.1295393
Eastern province,Al Khoubar,As Sawari Dist.,26.1966783,50.1458825
Eastern province,Al Khoubar,Al Aqiq Dist.,26.1036384,50.1458254
Tabouk Area,Haqel,Adh Dhahrah Dist.,29.2860447,34.9426356
Tabouk Area,Haqel,Al Humaydah South Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Al Yarmuk Dist.,29.2778816,34.9535879
Tabouk Area,Haqel,As Sabkhah Dist.,29.2968555,34.9436055
Tabouk Area,Haqel,Al Balda Al Qadimah Dist.,29.2954781,34.9508977
Tabouk Area,Haqel,Ar Rayyan Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Al Muruj 1 Dist.,29.2544751,34.9482256
Tabouk Area,Haqel,Al Qadisiyah Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,An Nahdah Dist.,29.2791419,34.9500126
Tabouk Area,Haqel,Al Sultanih Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Al Wasl Dist.,29.2064857,34.9148236
Tabouk Area,Haqel,Al Muruj 2 Dist.,29.2544751,34.9482256
Tabouk Area,Haqel,Al Faisaliyah Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Al Wadi Dist.,29.2993474,34.9513675
Tabouk Area,Haqel,Al Wurud Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Al Humaydah Dist.,29.2314812,34.9289985
Tabouk Area,Haqel,Al Dhahra West Dist.,29.2865284,34.9342741
Tabouk Area,Haqel,C1 Dist.,29.2863869,34.9451498
Tabouk Area,Haqel,Um Anam Dist.,29.2662352,34.9365328
Tabouk Area,Haqel,Al Jamiah Dist.,29.2863869,34.9451498
Eastern province,Hafir AlBaten,An Nahdah Dist.,28.4311533,45.9226317
Eastern province,Hafir AlBaten,Al Manar Dist.,28.3316554,45.9591988
Eastern province,Hafir AlBaten,At Talal Dist.,28.4369945,45.9376173
Eastern province,Hafir AlBaten,Al Iskan Dist.,28.334153,45.9777044
Eastern province,Hafir AlBaten,Al Jamiah Dist.,28.2427779,45.9488578
Eastern province,Hafir AlBaten,Ar Rabiyah Dist.,28.3876595,45.9332593
Eastern province,Hafir AlBaten,Ash Shifa Dist.,28.2496464,45.9276588
Eastern province,Hafir AlBaten,Al Wadi Dist.,28.3513125,45.9656875
Eastern province,Hafir AlBaten,Al Baladiyah Dist.,28.4172151,45.9810661
Eastern province,Hafir AlBaten,As Sinaiyah Dist.,28.4311225,46.0355698
Eastern province,Hafir AlBaten,Al Aziziyah Dist.,28.4582522,45.9577649
Eastern province,Hafir AlBaten,Al Fayha Dist.,28.4559563,46.0233316
Eastern province,Hafir AlBaten,Ar Rabwah Dist.,28.420231,45.9419864
Eastern province,Hafir AlBaten,Al Batin Dist.,28.4598805,45.9930485
Eastern province,Hafir AlBaten,Al Muhammadiyah Dist.,28.409079,45.9687619
Eastern province,Hafir AlBaten,Al Khalidiyah Dist.,28.4238162,45.9575536
Eastern province,Hafir AlBaten,Al Safa Dist.,28.3766094,45.9943056
Eastern province,Hafir AlBaten,Fulaij Dist.,28.4350464,46.0025772
Eastern province,Hafir AlBaten,Qurtubah Dist.,28.2993117,45.9505684
Eastern province,Hafir AlBaten,Ar Rawdah Dist.,28.4487359,46.0389674
Eastern province,Hafir AlBaten,As Sulimaniyah Dist.,28.401016,45.9310638
Eastern province,Hafir AlBaten,Al Faisaliyah Dist.,28.393157,45.9543139
Eastern province,Hafir AlBaten,An Nuzhah Dist.,28.4097805,45.9333774
Eastern province,Hafir AlBaten,Al Yarmuk Dist.,28.2774025,45.9507576
Eastern province,Hafir AlBaten,Ar Rayan Dist.,28.3419046,45.9582775
Eastern province,Hafir AlBaten,An Nayfiyah Dist.,28.3660002,45.9515609
Eastern province,Hafir AlBaten,Al Nakhil Dist.,28.3522618,45.9880252
Eastern province,Hafir AlBaten,Al Wahah Dist.,28.4092212,45.9781879
Eastern province,Hafir AlBaten,Al Masif Dist.,28.4036274,45.991498
Eastern province,Hafir AlBaten,Ghirnatah Dist.,28.2743217,45.9433733
Eastern province,Hafir AlBaten,Abu Musa Al Ashari Dist.,28.4490397,45.9774338
Eastern province,Hafir AlBaten,Al Khalij Dist.,28.4476885,46.072254
Eastern province,Hafir AlBaten,Ar Raid Dist.,28.3594394,45.997747
Eastern province,Hafir AlBaten,Al Wurud Dist.,28.3000201,45.9439682
Eastern province,Hafir AlBaten,Al Muruj Dist.,28.3914285,45.9919888
Eastern province,Hafir AlBaten,Ar Rabie Dist.,28.405797,46.0495065
Eastern province,Al Qaisumah,Ar Rawdah Dist.,28.2947882,46.1274288
Eastern province,Al Qaisumah,Al Faisaliyah Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Al Muhammadiyah Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Al Naseem Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Ash Shifa Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Al Andalus Dist.,28.297463,46.10172
Eastern province,Al Qaisumah,Al Aziziyah Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Al Hidaya Dist.,28.3047449,46.1076799
Eastern province,Al Qaisumah,As Sinaiyah Dist.,28.3056714,46.1201776
Eastern province,Al Qaisumah,Al Khalidiyah Dist.,28.3056714,46.1201776
Aseer Area,Khamis Mushait,Western Dhahban Dist.,18.2689406,42.7482175
Aseer Area,Khamis Mushait,Eastern Dhahban Dist.,18.2723975,42.747386
Aseer Area,Khamis Mushait,Ar Rasras 1 Dist.,18.261278,42.760006
Aseer Area,Khamis Mushait,Al Waqwaq Dist.,18.2546384,42.7581704
Aseer Area,Khamis Mushait,Al Harir Al Sharqi Dist.,18.2409065,42.7696721
Aseer Area,Khamis Mushait,Al Waqba Dist.,18.261278,42.760006
Aseer Area,Khamis Mushait,Masloum Dist.,18.3446242,42.7024208
Aseer Area,Khamis Mushait,Al Raqi Dist.,18.3291126,42.7510854
Aseer Area,Khamis Mushait,Al Aswaq Dist.,18.3429569,42.7405792
Aseer Area,Khamis Mushait,Al Wahah Dist.,18.3342146,42.6883174
Aseer Area,Khamis Mushait,As Sad Dist.,18.3070314,42.8730872
Aseer Area,Khamis Mushait,Al Jazirah Dist.,18.3093394,42.7662325
Aseer Area,Khamis Mushait,Tayib Al Ism Dist.,18.3184845,42.7046325
Aseer Area,Khamis Mushait,Az Zuhur Dist.,18.3020015,42.7349133
Aseer Area,Khamis Mushait,Ar Rawdah Dist.,18.2966761,42.7280976
Aseer Area,Khamis Mushait,Al Muntazah Dist.,18.3031269,42.72041
Aseer Area,Khamis Mushait,Damak Dist.,18.261278,42.760006
Aseer Area,Khamis Mushait,Al Khazzan Dist.,18.2958996,42.7236184
Aseer Area,Khamis Mushait,Al Khalidiyah Dist.,18.3031123,42.7264624
Aseer Area,Khamis Mushait,An Nahdah Dist.,18.3257516,42.741744
Aseer Area,Khamis Mushait,Al Fath Dist.,18.3235162,42.7361482
Aseer Area,Khamis Mushait,Shubaah Dist.,18.3252971,42.720594
Aseer Area,Khamis Mushait,Al Mizab Dist.,18.3118584,42.7118245
Aseer Area,Khamis Mushait,Al Mathnah Dist.,18.2935044,42.7325239
Aseer Area,Khamis Mushait,Al Mamurah Dist.,18.3245807,42.7242362
Aseer Area,Khamis Mushait,Al Naseem Dist.,18.2904711,42.7575442
Aseer Area,Khamis Mushait,Shakar Dist.,18.2892961,42.74345
Aseer Area,Khamis Mushait,An Nuzhah Dist.,18.261278,42.760006
Aseer Area,Khamis Mushait,Atud Dist.,18.2849811,42.7143181
Aseer Area,Khamis Mushait,Al Humaylah Dist.,18.3086282,42.7191535
Aseer Area,Khamis Mushait,Al Irq Al Janubi Dist.,18.306436,42.7358822
Aseer Area,Khamis Mushait,As Suqur Dist.,18.3058408,42.7641701
Aseer Area,Khamis Mushait,Al Bawadi Dist.,18.3023169,42.7570564
Aseer Area,Khamis Mushait,Al Nakhil Dist.,18.300663,42.7510395
